Customer ID,Recency,Frequency,Monetary,r_quartile,f_quartile,m_quartile,rfm_score,customer_title,Segment Title,Segment Rank
1768,92,2,2428.24,1,1,1,111,Bronze,Lost Customers,11
1769,36,6,5115.5,3,2,2,322,Gold,Late Bloomer,6
1770,13,7,8228.41,4,3,4,434,Platinum,Very Loyal Customers,2
1771,39,6,7019.95,3,2,3,323,Gold,Potential Customers,5
1772,168,4,4467.889999999999,1,1,2,112,Bronze,Evasive Customers,10
1773,8,10,12135.49,4,4,4,444,Platinum,Platinum Customers,1
1774,97,4,3792.41,1,1,1,111,Bronze,Lost Customers,11
1775,52,6,6171.379999999999,2,2,3,223,Silver,High Risk Customers,8
1776,34,7,7458.65,3,3,3,333,Gold,Potential Customers,5
1777,70,6,6896.08,2,2,3,223,Silver,High Risk Customers,8
1778,312,2,3040.4,1,1,1,111,Bronze,Lost Customers,11
1779,129,6,8886.92,1,2,4,124,Bronze,Almost lost Customers,9
1780,38,4,4117.57,3,1,1,311,Silver,Late Bloomer,6
1781,9,4,3282.18,4,1,1,411,Gold,Recent Customers,4
1782,81,6,8490.84,2,2,4,224,Silver,Losing Customers,7
1783,49,12,11248.25,2,4,4,244,Silver,Losing Customers,7
1784,71,4,4486.610000000001,2,1,2,212,Silver,High Risk Customers,8
1785,34,6,5294.27,3,2,2,322,Gold,Late Bloomer,6
1786,174,2,1570.1,1,1,1,111,Bronze,Lost Customers,11
1787,0,6,7519.39,4,2,3,423,Platinum,Becoming Loyal,3
1788,29,9,10584.15,3,4,4,344,Gold,Recent Customers,4
1789,60,3,3728.3,2,1,1,211,Bronze,Almost lost Customers,9
1790,32,5,4313.98,3,2,2,322,Gold,Late Bloomer,6
1791,117,6,7479.16,1,2,3,123,Bronze,Evasive Customers,10
1792,6,10,9395.76,4,4,4,444,Platinum,Platinum Customers,1
1793,60,6,7572.360000000001,2,2,3,223,Silver,High Risk Customers,8
1794,1,5,3869.44,4,2,1,421,Platinum,Becoming Loyal,3
1795,3,6,6133.57,4,2,3,423,Platinum,Becoming Loyal,3
1796,122,2,471.26,1,1,1,111,Bronze,Lost Customers,11
1797,54,11,10502.99,2,4,4,244,Silver,Losing Customers,7
1798,13,7,6605.389999999999,4,3,3,433,Platinum,Very Loyal Customers,2
1799,52,4,4409.38,2,1,2,212,Silver,High Risk Customers,8
1800,171,4,5571.58,1,1,2,112,Bronze,Evasive Customers,10
1801,65,8,9112.94,2,4,4,244,Silver,Losing Customers,7
1802,13,8,10435.94,4,4,4,444,Platinum,Platinum Customers,1
1803,115,7,7116.29,1,3,3,133,Bronze,Almost lost Customers,9
1804,31,3,4740.04,3,1,2,312,Gold,Late Bloomer,6
1805,90,4,2108.15,1,1,1,111,Bronze,Lost Customers,11
1806,37,8,8723.79,3,4,4,344,Gold,Recent Customers,4
1807,60,6,6829.25,2,2,3,223,Silver,High Risk Customers,8
1808,76,7,10837.15,2,3,4,234,Silver,Losing Customers,7
1809,27,6,10150.57,3,2,4,324,Gold,Potential Customers,5
1810,6,2,458.74,4,1,1,411,Gold,Recent Customers,4
1811,32,8,10112.53,3,4,4,344,Gold,Recent Customers,4
1812,22,10,10631.380000000001,3,4,4,344,Gold,Recent Customers,4
1813,18,6,6307.18,3,2,3,323,Gold,Potential Customers,5
1814,51,6,4848.03,2,2,2,222,Silver,High Risk Customers,8
1815,11,5,4235.58,4,2,2,422,Platinum,Becoming Loyal,3
1816,80,5,4929.820000000001,2,2,2,222,Silver,High Risk Customers,8
1817,31,11,10054.07,3,4,4,344,Gold,Recent Customers,4
1818,24,7,8942.78,3,3,4,334,Gold,Potential Customers,5
1819,252,2,2884.59,1,1,1,111,Bronze,Lost Customers,11
1820,35,9,8429.29,3,4,4,344,Gold,Recent Customers,4
1821,24,12,14387.59,3,4,4,344,Gold,Recent Customers,4
1822,2,5,3009.41,4,2,1,421,Platinum,Becoming Loyal,3
1823,161,6,6635.66,1,2,3,123,Bronze,Evasive Customers,10
1824,12,7,7059.410000000001,4,3,3,433,Platinum,Very Loyal Customers,2
1825,40,6,6976.92,3,2,3,323,Gold,Potential Customers,5
1826,40,7,6983.06,3,3,3,333,Gold,Potential Customers,5
1827,38,5,6400.31,3,2,3,323,Gold,Potential Customers,5
1828,150,3,2146.84,1,1,1,111,Bronze,Lost Customers,11
1829,3,3,2868.37,4,1,1,411,Gold,Recent Customers,4
1830,13,7,7237.05,4,3,3,433,Platinum,Very Loyal Customers,2
1831,165,8,6774.88,1,4,3,143,Bronze,Almost lost Customers,9
1832,84,8,9260.84,2,4,4,244,Silver,Losing Customers,7
1833,10,5,4197.33,4,2,2,422,Platinum,Becoming Loyal,3
1834,126,4,6290.79,1,1,3,113,Bronze,Evasive Customers,10
1835,25,6,5273.87,3,2,2,322,Gold,Late Bloomer,6
1836,166,2,2832.71,1,1,1,111,Bronze,Lost Customers,11
1837,35,7,9763.42,3,3,4,334,Gold,Potential Customers,5
1838,49,5,7121.110000000001,2,2,3,223,Silver,High Risk Customers,8
1839,49,7,5930.82,2,3,2,232,Silver,Losing Customers,7
1840,98,7,6929.780000000001,1,3,3,133,Bronze,Almost lost Customers,9
1841,36,3,4263.92,3,1,2,312,Gold,Late Bloomer,6
1842,211,5,6542.54,1,2,3,123,Bronze,Evasive Customers,10
1843,112,4,5065.64,1,1,2,112,Bronze,Evasive Customers,10
1844,41,7,9198.960000000001,3,3,4,334,Gold,Potential Customers,5
1845,21,7,9342.199999999999,3,3,4,334,Gold,Potential Customers,5
1846,333,1,441.49,1,1,1,111,Bronze,Lost Customers,11
1847,32,3,3921.92,3,1,1,311,Silver,Late Bloomer,6
1848,42,6,8432.48,3,2,4,324,Gold,Potential Customers,5
1849,136,6,7069.03,1,2,3,123,Bronze,Evasive Customers,10
1850,44,7,7706.74,3,3,3,333,Gold,Potential Customers,5
1851,285,2,2498.86,1,1,1,111,Bronze,Lost Customers,11
1852,97,5,7030.610000000001,1,2,3,123,Bronze,Evasive Customers,10
1853,26,9,8957.8,3,4,4,344,Gold,Recent Customers,4
1854,0,3,3384.5600000000004,4,1,1,411,Gold,Recent Customers,4
1855,22,4,3648.1,3,1,1,311,Silver,Late Bloomer,6
1856,127,2,1134.63,1,1,1,111,Bronze,Lost Customers,11
1857,87,5,7891.88,1,2,3,123,Bronze,Evasive Customers,10
1858,21,8,12412.28,3,4,4,344,Gold,Recent Customers,4
1859,76,5,6599.450000000001,2,2,3,223,Silver,High Risk Customers,8
1860,11,6,7424.78,4,2,3,423,Platinum,Becoming Loyal,3
1861,29,6,7073.07,3,2,3,323,Gold,Potential Customers,5
1862,74,7,6966.85,2,3,3,233,Silver,Losing Customers,7
1863,24,6,8915.48,3,2,4,324,Gold,Potential Customers,5
1864,24,11,8863.49,3,4,4,344,Gold,Recent Customers,4
1865,99,1,1071.23,1,1,1,111,Bronze,Lost Customers,11
1866,38,9,12450.76,3,4,4,344,Gold,Recent Customers,4
1867,2,8,11055.86,4,4,4,444,Platinum,Platinum Customers,1
1868,26,6,10105.23,3,2,4,324,Gold,Potential Customers,5
1869,41,4,3260.59,3,1,1,311,Silver,Late Bloomer,6
1870,38,7,7755.76,3,3,3,333,Gold,Potential Customers,5
1871,94,4,3787.27,1,1,1,111,Bronze,Lost Customers,11
1872,3,6,6136.51,4,2,3,423,Platinum,Becoming Loyal,3
1873,8,4,5930.68,4,1,2,412,Platinum,Recent Customers,4
1874,99,5,3958.4700000000003,1,2,1,121,Bronze,Evasive Customers,10
1875,98,6,6549.05,1,2,3,123,Bronze,Evasive Customers,10
1876,138,5,10115.019999999999,1,2,4,124,Bronze,Almost lost Customers,9
1877,80,6,4192.3099999999995,2,2,2,222,Silver,High Risk Customers,8
1878,32,6,6231.59,3,2,3,323,Gold,Potential Customers,5
1879,47,7,5332.889999999999,2,3,2,232,Silver,Losing Customers,7
1880,67,5,6619.75,2,2,3,223,Silver,High Risk Customers,8
1881,35,7,8559.33,3,3,4,334,Gold,Potential Customers,5
1882,128,6,5862.02,1,2,2,122,Bronze,Evasive Customers,10
1883,42,3,4596.28,3,1,2,312,Gold,Late Bloomer,6
1884,24,7,6672.0,3,3,3,333,Gold,Potential Customers,5
1885,4,9,10587.23,4,4,4,444,Platinum,Platinum Customers,1
1886,6,4,4591.32,4,1,2,412,Platinum,Recent Customers,4
1887,43,11,17133.93,3,4,4,344,Gold,Recent Customers,4
1888,87,4,5775.32,1,1,2,112,Bronze,Evasive Customers,10
1889,135,5,6210.6900000000005,1,2,3,123,Bronze,Evasive Customers,10
1890,44,9,10862.91,3,4,4,344,Gold,Recent Customers,4
1891,81,7,9203.4,2,3,4,234,Silver,Losing Customers,7
1892,107,5,3113.52,1,2,1,121,Bronze,Evasive Customers,10
1893,2,7,7903.94,4,3,3,433,Platinum,Very Loyal Customers,2
1894,36,4,3591.0299999999997,3,1,1,311,Silver,Late Bloomer,6
1895,7,5,2110.2599999999998,4,2,1,421,Platinum,Becoming Loyal,3
1896,159,3,3843.92,1,1,1,111,Bronze,Lost Customers,11
1897,62,7,5120.75,2,3,2,232,Silver,Losing Customers,7
1898,60,6,7885.110000000001,2,2,3,223,Silver,High Risk Customers,8
1899,76,5,3807.34,2,2,1,221,Silver,High Risk Customers,8
1900,67,4,3327.94,2,1,1,211,Bronze,Almost lost Customers,9
1901,127,7,10098.550000000001,1,3,4,134,Bronze,Almost lost Customers,9
1902,52,5,5226.46,2,2,2,222,Silver,High Risk Customers,8
1903,16,4,6548.94,4,1,3,413,Platinum,Recent Customers,4
1904,67,3,1954.46,2,1,1,211,Bronze,Almost lost Customers,9
1905,10,9,9595.46,4,4,4,444,Platinum,Platinum Customers,1
1906,1,6,5992.34,4,2,3,423,Platinum,Becoming Loyal,3
1907,110,4,3740.6,1,1,1,111,Bronze,Lost Customers,11
1908,107,6,7578.92,1,2,3,123,Bronze,Evasive Customers,10
1909,59,6,5543.2,2,2,2,222,Silver,High Risk Customers,8
1910,17,3,3041.75,4,1,1,411,Gold,Recent Customers,4
1911,61,2,3156.3599999999997,2,1,1,211,Bronze,Almost lost Customers,9
1912,38,9,7048.1900000000005,3,4,3,343,Gold,Potential Customers,5
1913,42,13,8621.87,3,4,4,344,Gold,Recent Customers,4
1914,12,8,7833.69,4,4,3,443,Platinum,Very Loyal Customers,2
1915,61,5,4749.41,2,2,2,222,Silver,High Risk Customers,8
1916,53,7,7436.05,2,3,3,233,Silver,Losing Customers,7
1917,28,7,9783.66,3,3,4,334,Gold,Potential Customers,5
1918,1,5,6735.74,4,2,3,423,Platinum,Becoming Loyal,3
1919,44,4,3935.23,3,1,1,311,Silver,Late Bloomer,6
1920,69,1,360.4,2,1,1,211,Bronze,Almost lost Customers,9
1921,40,1,586.45,3,1,1,311,Silver,Late Bloomer,6
1922,93,3,3352.52,1,1,1,111,Bronze,Lost Customers,11
1923,15,4,3704.94,4,1,1,411,Gold,Recent Customers,4
1924,25,3,4133.39,3,1,1,311,Silver,Late Bloomer,6
1925,5,7,6617.74,4,3,3,433,Platinum,Very Loyal Customers,2
1926,5,5,7762.71,4,2,3,423,Platinum,Becoming Loyal,3
1927,90,5,6439.16,1,2,3,123,Bronze,Evasive Customers,10
1928,34,2,2219.84,3,1,1,311,Silver,Late Bloomer,6
1929,45,6,3442.2,2,2,1,221,Silver,High Risk Customers,8
1930,21,5,6575.57,3,2,3,323,Gold,Potential Customers,5
1931,23,3,2218.5,3,1,1,311,Silver,Late Bloomer,6
1932,89,8,12027.439999999999,1,4,4,144,Bronze,Almost lost Customers,9
1933,41,9,11181.04,3,4,4,344,Gold,Recent Customers,4
1934,3,6,6431.09,4,2,3,423,Platinum,Becoming Loyal,3
1935,57,6,6514.44,2,2,3,223,Silver,High Risk Customers,8
1936,77,8,9673.2,2,4,4,244,Silver,Losing Customers,7
1937,34,7,9338.9,3,3,4,334,Gold,Potential Customers,5
1938,229,4,5966.86,1,1,2,112,Bronze,Evasive Customers,10
1939,76,2,806.18,2,1,1,211,Bronze,Almost lost Customers,9
1940,76,4,6093.610000000001,2,1,3,213,Silver,High Risk Customers,8
1941,5,4,4645.6900000000005,4,1,2,412,Platinum,Recent Customers,4
1942,16,8,6241.37,4,4,3,443,Platinum,Very Loyal Customers,2
1943,299,3,2075.7799999999997,1,1,1,111,Bronze,Lost Customers,11
1944,5,5,5704.360000000001,4,2,2,422,Platinum,Becoming Loyal,3
1945,115,3,2551.62,1,1,1,111,Bronze,Lost Customers,11
1946,88,13,11237.380000000001,1,4,4,144,Bronze,Almost lost Customers,9
1947,35,9,8225.63,3,4,4,344,Gold,Recent Customers,4
1948,168,5,4266.28,1,2,2,122,Bronze,Evasive Customers,10
1949,29,7,8547.61,3,3,4,334,Gold,Potential Customers,5
1950,6,9,12108.45,4,4,4,444,Platinum,Platinum Customers,1
1951,118,8,6977.969999999999,1,4,3,143,Bronze,Almost lost Customers,9
1952,76,10,7870.0,2,4,3,243,Silver,Losing Customers,7
1953,10,7,6386.97,4,3,3,433,Platinum,Very Loyal Customers,2
1954,100,9,10028.09,1,4,4,144,Bronze,Almost lost Customers,9
1955,78,3,3235.83,2,1,1,211,Bronze,Almost lost Customers,9
1956,33,4,3039.79,3,1,1,311,Silver,Late Bloomer,6
1957,19,10,11536.57,3,4,4,344,Gold,Recent Customers,4
1958,69,4,2389.99,2,1,1,211,Bronze,Almost lost Customers,9
1959,141,8,7593.280000000001,1,4,3,143,Bronze,Almost lost Customers,9
1960,69,4,5914.98,2,1,2,212,Silver,High Risk Customers,8
1961,25,3,4600.360000000001,3,1,2,312,Gold,Late Bloomer,6
1962,93,2,1385.6,1,1,1,111,Bronze,Lost Customers,11
1963,9,2,2683.29,4,1,1,411,Gold,Recent Customers,4
1964,102,6,8039.19,1,2,3,123,Bronze,Evasive Customers,10
1965,6,5,4201.57,4,2,2,422,Platinum,Becoming Loyal,3
1966,161,6,3660.46,1,2,1,121,Bronze,Evasive Customers,10
1967,22,6,7697.1900000000005,3,2,3,323,Gold,Potential Customers,5
1968,159,5,4664.66,1,2,2,122,Bronze,Evasive Customers,10
1969,17,6,6142.67,4,2,3,423,Platinum,Becoming Loyal,3
1970,0,8,8590.23,4,4,4,444,Platinum,Platinum Customers,1
1971,62,7,8998.88,2,3,4,234,Silver,Losing Customers,7
1972,0,4,4795.139999999999,4,1,2,412,Platinum,Recent Customers,4
1973,47,4,4932.1,2,1,2,212,Silver,High Risk Customers,8
1974,32,5,3780.45,3,2,1,321,Gold,Late Bloomer,6
1975,108,2,661.42,1,1,1,111,Bronze,Lost Customers,11
1976,135,6,6246.07,1,2,3,123,Bronze,Evasive Customers,10
1977,60,4,3681.98,2,1,1,211,Bronze,Almost lost Customers,9
1978,13,3,2048.2599999999998,4,1,1,411,Gold,Recent Customers,4
1979,33,5,8062.73,3,2,3,323,Gold,Potential Customers,5
1980,73,8,9465.380000000001,2,4,4,244,Silver,Losing Customers,7
1981,89,3,4850.6900000000005,1,1,2,112,Bronze,Evasive Customers,10
1982,50,8,10897.34,2,4,4,244,Silver,Losing Customers,7
1983,2,4,5795.41,4,1,2,412,Platinum,Recent Customers,4
1984,48,7,10526.43,2,3,4,234,Silver,Losing Customers,7
1985,0,7,7022.76,4,3,3,433,Platinum,Very Loyal Customers,2
1986,44,6,4472.25,3,2,2,322,Gold,Late Bloomer,6
1987,42,4,3721.38,3,1,1,311,Silver,Late Bloomer,6
1988,134,8,10687.63,1,4,4,144,Bronze,Almost lost Customers,9
1989,22,4,5139.46,3,1,2,312,Gold,Late Bloomer,6
1990,9,9,7905.38,4,4,3,443,Platinum,Very Loyal Customers,2
1991,1,10,12813.27,4,4,4,444,Platinum,Platinum Customers,1
1992,140,10,14165.05,1,4,4,144,Bronze,Almost lost Customers,9
1993,6,9,9008.4,4,4,4,444,Platinum,Platinum Customers,1
1994,2,6,7273.34,4,2,3,423,Platinum,Becoming Loyal,3
1995,125,6,5245.66,1,2,2,122,Bronze,Evasive Customers,10
1996,13,7,6300.450000000001,4,3,3,433,Platinum,Very Loyal Customers,2
1997,54,5,4713.72,2,2,2,222,Silver,High Risk Customers,8
1998,156,4,5359.34,1,1,2,112,Bronze,Evasive Customers,10
1999,3,7,8432.98,4,3,4,434,Platinum,Very Loyal Customers,2
2000,44,3,2951.12,3,1,1,311,Silver,Late Bloomer,6
2001,86,8,10016.79,2,4,4,244,Silver,Losing Customers,7
2002,97,3,2637.04,1,1,1,111,Bronze,Lost Customers,11
2003,219,2,1821.05,1,1,1,111,Bronze,Lost Customers,11
2004,46,5,6042.51,2,2,3,223,Silver,High Risk Customers,8
2005,5,6,7337.82,4,2,3,423,Platinum,Becoming Loyal,3
2006,147,5,6192.77,1,2,3,123,Bronze,Evasive Customers,10
2007,23,4,6309.450000000001,3,1,3,313,Gold,Late Bloomer,6
2008,29,7,7961.95,3,3,3,333,Gold,Potential Customers,5
2009,5,7,7073.18,4,3,3,433,Platinum,Very Loyal Customers,2
2010,34,5,5466.66,3,2,2,322,Gold,Late Bloomer,6
2011,315,3,2057.82,1,1,1,111,Bronze,Lost Customers,11
2012,13,5,5492.34,4,2,2,422,Platinum,Becoming Loyal,3
2013,15,10,9944.76,4,4,4,444,Platinum,Platinum Customers,1
2014,54,7,7628.8099999999995,2,3,3,233,Silver,Losing Customers,7
2015,50,6,7253.27,2,2,3,223,Silver,High Risk Customers,8
2016,68,6,5897.56,2,2,2,222,Silver,High Risk Customers,8
2017,12,6,7420.3099999999995,4,2,3,423,Platinum,Becoming Loyal,3
2018,35,7,7597.12,3,3,3,333,Gold,Potential Customers,5
2019,52,9,10876.279999999999,2,4,4,244,Silver,Losing Customers,7
2020,43,7,8810.74,3,3,4,334,Gold,Potential Customers,5
2021,125,2,802.88,1,1,1,111,Bronze,Lost Customers,11
2022,13,5,5843.24,4,2,2,422,Platinum,Becoming Loyal,3
2023,13,10,10149.33,4,4,4,444,Platinum,Platinum Customers,1
2024,29,6,5998.77,3,2,3,323,Gold,Potential Customers,5
2025,138,4,4120.88,1,1,1,111,Bronze,Lost Customers,11
2026,146,4,6109.3,1,1,3,113,Bronze,Evasive Customers,10
2027,14,7,6353.8099999999995,4,3,3,433,Platinum,Very Loyal Customers,2
2028,40,7,7274.75,3,3,3,333,Gold,Potential Customers,5
2029,1,9,6555.91,4,4,3,443,Platinum,Very Loyal Customers,2
2030,239,4,6169.62,1,1,3,113,Bronze,Evasive Customers,10
2031,19,4,4477.1900000000005,3,1,2,312,Gold,Late Bloomer,6
2032,5,2,1640.3,4,1,1,411,Gold,Recent Customers,4
2033,11,7,10152.52,4,3,4,434,Platinum,Very Loyal Customers,2
2034,89,6,6954.37,1,2,3,123,Bronze,Evasive Customers,10
2035,127,4,3371.7999999999997,1,1,1,111,Bronze,Lost Customers,11
2036,25,12,10761.29,3,4,4,344,Gold,Recent Customers,4
2037,98,4,4403.780000000001,1,1,2,112,Bronze,Evasive Customers,10
2038,13,4,4230.27,4,1,2,412,Platinum,Recent Customers,4
2039,199,5,5594.110000000001,1,2,2,122,Bronze,Evasive Customers,10
2040,96,2,3028.8900000000003,1,1,1,111,Bronze,Lost Customers,11
2041,80,6,7729.64,2,2,3,223,Silver,High Risk Customers,8
2042,11,3,4170.51,4,1,2,412,Platinum,Recent Customers,4
2043,139,5,6704.41,1,2,3,123,Bronze,Evasive Customers,10
2044,5,5,7468.57,4,2,3,423,Platinum,Becoming Loyal,3
2045,55,9,9255.03,2,4,4,244,Silver,Losing Customers,7
2046,33,9,13347.529999999999,3,4,4,344,Gold,Recent Customers,4
2047,67,2,3132.77,2,1,1,211,Bronze,Almost lost Customers,9
2048,57,7,8820.57,2,3,4,234,Silver,Losing Customers,7
2049,65,6,7403.76,2,2,3,223,Silver,High Risk Customers,8
2050,6,4,4483.5,4,1,2,412,Platinum,Recent Customers,4
2051,51,6,7376.93,2,2,3,223,Silver,High Risk Customers,8
2052,58,9,7052.08,2,4,3,243,Silver,Losing Customers,7
2053,5,6,7727.0,4,2,3,423,Platinum,Becoming Loyal,3
2054,1,4,5248.59,4,1,2,412,Platinum,Recent Customers,4
2055,0,9,12172.04,4,4,4,444,Platinum,Platinum Customers,1
2056,54,2,1829.4899999999998,2,1,1,211,Bronze,Almost lost Customers,9
2057,16,6,6889.26,4,2,3,423,Platinum,Becoming Loyal,3
2058,120,7,7546.98,1,3,3,133,Bronze,Almost lost Customers,9
2059,170,4,2702.14,1,1,1,111,Bronze,Lost Customers,11
2060,5,11,11179.22,4,4,4,444,Platinum,Platinum Customers,1
2061,132,6,8403.650000000001,1,2,4,124,Bronze,Almost lost Customers,9
2062,42,5,6976.84,3,2,3,323,Gold,Potential Customers,5
2063,9,5,4125.82,4,2,1,421,Platinum,Becoming Loyal,3
2064,106,5,5871.14,1,2,2,122,Bronze,Evasive Customers,10
2065,215,4,4870.0599999999995,1,1,2,112,Bronze,Evasive Customers,10
2066,90,5,6115.09,1,2,3,123,Bronze,Evasive Customers,10
2067,30,8,9622.05,3,4,4,344,Gold,Recent Customers,4
2068,159,5,5158.92,1,2,2,122,Bronze,Evasive Customers,10
2069,51,6,10361.07,2,2,4,224,Silver,Losing Customers,7
2070,4,9,12319.539999999999,4,4,4,444,Platinum,Platinum Customers,1
2071,20,7,5340.02,3,3,2,332,Gold,Potential Customers,5
2072,8,13,11845.439999999999,4,4,4,444,Platinum,Platinum Customers,1
2073,18,8,8097.38,3,4,3,343,Gold,Potential Customers,5
2075,4,4,5575.41,4,1,2,412,Platinum,Recent Customers,4
2076,19,8,12082.72,3,4,4,344,Gold,Recent Customers,4
2077,227,3,4642.2,1,1,2,112,Bronze,Evasive Customers,10
2078,65,6,7319.86,2,2,3,223,Silver,High Risk Customers,8
2079,3,3,4631.31,4,1,2,412,Platinum,Recent Customers,4
2080,162,6,6668.6,1,2,3,123,Bronze,Evasive Customers,10
2081,11,5,5586.19,4,2,2,422,Platinum,Becoming Loyal,3
2082,1,7,6778.84,4,3,3,433,Platinum,Very Loyal Customers,2
2083,15,9,10347.279999999999,4,4,4,444,Platinum,Platinum Customers,1
2084,49,3,1985.07,2,1,1,211,Bronze,Almost lost Customers,9
2085,27,3,4294.14,3,1,2,312,Gold,Late Bloomer,6
2086,98,3,3812.2200000000003,1,1,1,111,Bronze,Lost Customers,11
2087,55,5,6577.63,2,2,3,223,Silver,High Risk Customers,8
2088,9,7,8654.02,4,3,4,434,Platinum,Very Loyal Customers,2
2089,147,2,477.32000000000005,1,1,1,111,Bronze,Lost Customers,11
2090,163,2,1020.78,1,1,1,111,Bronze,Lost Customers,11
2091,211,3,5499.04,1,1,2,112,Bronze,Evasive Customers,10
2092,16,5,6764.39,4,2,3,423,Platinum,Becoming Loyal,3
2093,60,6,7654.84,2,2,3,223,Silver,High Risk Customers,8
2094,34,5,4214.53,3,2,2,322,Gold,Late Bloomer,6
2095,20,10,9988.76,3,4,4,344,Gold,Recent Customers,4
2096,132,5,8229.84,1,2,4,124,Bronze,Almost lost Customers,9
2097,38,6,7726.09,3,2,3,323,Gold,Potential Customers,5
2098,8,6,5472.62,4,2,2,422,Platinum,Becoming Loyal,3
2099,63,7,8967.04,2,3,4,234,Silver,Losing Customers,7
2100,18,5,4288.18,3,2,2,322,Gold,Late Bloomer,6
2101,20,10,14423.33,3,4,4,344,Gold,Recent Customers,4
2102,17,7,7317.46,4,3,3,433,Platinum,Very Loyal Customers,2
2103,14,10,11617.25,4,4,4,444,Platinum,Platinum Customers,1
2104,80,8,7415.84,2,4,3,243,Silver,Losing Customers,7
2105,23,5,7196.7699999999995,3,2,3,323,Gold,Potential Customers,5
2106,3,4,6782.28,4,1,3,413,Platinum,Recent Customers,4
2107,64,2,1941.0,2,1,1,211,Bronze,Almost lost Customers,9
2108,12,3,3130.2599999999998,4,1,1,411,Gold,Recent Customers,4
2109,2,8,7637.12,4,4,3,443,Platinum,Very Loyal Customers,2
2110,26,7,7589.57,3,3,3,333,Gold,Potential Customers,5
2111,6,9,11111.3,4,4,4,444,Platinum,Platinum Customers,1
2112,2,4,5958.110000000001,4,1,2,412,Platinum,Recent Customers,4
2113,33,4,4987.47,3,1,2,312,Gold,Late Bloomer,6
2114,14,6,6706.46,4,2,3,423,Platinum,Becoming Loyal,3
2115,47,2,2204.45,2,1,1,211,Bronze,Almost lost Customers,9
2116,105,4,5827.96,1,1,2,112,Bronze,Evasive Customers,10
2117,24,5,3925.17,3,2,1,321,Gold,Late Bloomer,6
2118,135,6,6724.4,1,2,3,123,Bronze,Evasive Customers,10
2119,67,4,5477.6,2,1,2,212,Silver,High Risk Customers,8
2120,2,8,11028.33,4,4,4,444,Platinum,Platinum Customers,1
2121,89,9,10142.52,1,4,4,144,Bronze,Almost lost Customers,9
2122,8,3,2424.17,4,1,1,411,Gold,Recent Customers,4
2123,195,6,6196.02,1,2,3,123,Bronze,Evasive Customers,10
2124,57,6,7618.68,2,2,3,223,Silver,High Risk Customers,8
2125,13,6,4206.48,4,2,2,422,Platinum,Becoming Loyal,3
2126,25,4,2963.04,3,1,1,311,Silver,Late Bloomer,6
2127,32,5,5437.05,3,2,2,322,Gold,Late Bloomer,6
2128,13,2,3787.46,4,1,1,411,Gold,Recent Customers,4
2129,149,2,1411.9299999999998,1,1,1,111,Bronze,Lost Customers,11
2130,1,8,9169.4,4,4,4,444,Platinum,Platinum Customers,1
2131,101,6,7199.04,1,2,3,123,Bronze,Evasive Customers,10
2132,18,8,12668.24,3,4,4,344,Gold,Recent Customers,4
2133,120,5,6553.44,1,2,3,123,Bronze,Evasive Customers,10
2134,81,5,6556.68,2,2,3,223,Silver,High Risk Customers,8
2135,338,1,1977.36,1,1,1,111,Bronze,Lost Customers,11
2136,10,4,6269.92,4,1,3,413,Platinum,Recent Customers,4
2137,20,4,4683.41,3,1,2,312,Gold,Late Bloomer,6
2138,29,8,11281.36,3,4,4,344,Gold,Recent Customers,4
2139,60,5,7480.94,2,2,3,223,Silver,High Risk Customers,8
2140,98,8,9047.439999999999,1,4,4,144,Bronze,Almost lost Customers,9
2141,76,4,4820.85,2,1,2,212,Silver,High Risk Customers,8
2142,81,7,10200.02,2,3,4,234,Silver,Losing Customers,7
2143,27,5,5872.29,3,2,2,322,Gold,Late Bloomer,6
2144,67,8,10452.24,2,4,4,244,Silver,Losing Customers,7
2145,194,1,748.17,1,1,1,111,Bronze,Lost Customers,11
2146,50,2,2173.1099999999997,2,1,1,211,Bronze,Almost lost Customers,9
2147,125,3,2953.18,1,1,1,111,Bronze,Lost Customers,11
2148,137,4,4907.04,1,1,2,112,Bronze,Evasive Customers,10
2149,11,9,7062.67,4,4,3,443,Platinum,Very Loyal Customers,2
2150,94,6,6161.6,1,2,3,123,Bronze,Evasive Customers,10
2151,146,7,9369.73,1,3,4,134,Bronze,Almost lost Customers,9
2152,1,9,9894.84,4,4,4,444,Platinum,Platinum Customers,1
2153,76,7,7792.47,2,3,3,233,Silver,Losing Customers,7
2154,38,6,7924.87,3,2,3,323,Gold,Potential Customers,5
2155,19,12,10114.46,3,4,4,344,Gold,Recent Customers,4
2156,113,6,6988.71,1,2,3,123,Bronze,Evasive Customers,10
2157,161,2,2131.52,1,1,1,111,Bronze,Lost Customers,11
2158,50,5,5982.3,2,2,2,222,Silver,High Risk Customers,8
2159,18,5,5111.04,3,2,2,322,Gold,Late Bloomer,6
2160,47,6,6852.88,2,2,3,223,Silver,High Risk Customers,8
2161,52,5,5998.47,2,2,3,223,Silver,High Risk Customers,8
2162,53,4,4785.389999999999,2,1,2,212,Silver,High Risk Customers,8
2163,70,4,3236.7,2,1,1,211,Bronze,Almost lost Customers,9
2164,68,7,8585.81,2,3,4,234,Silver,Losing Customers,7
2165,0,10,9072.94,4,4,4,444,Platinum,Platinum Customers,1
2166,58,6,6021.83,2,2,3,223,Silver,High Risk Customers,8
